path,size_bytes,sha256
cbf_safety_box/cbf_safety_box/constraints/types.py,685,c58d317e5e1dfd7dc73d784c80609a0fff282f3f93e79f450fe30dfd821ccd76
cbf_safety_box/cbf_safety_box/constraints/velocity_cbf.py,752,81da083d8642537668e9d1386927350a2037cc056319bc19416413504789685f
cbf_safety_box/cbf_safety_box/diagnostics/__init__.py,29,1e2c4807510cef15493ffae3c3d7b0e8ca1c97020375253dc7e619b740d2405b
cbf_safety_box/cbf_safety_box/diagnostics/logging.py,237,0df8b9f4c0a03dff0abd443f4bb499377b3fdd3736986847571f37a1b43e160c
cbf_safety_box/cbf_safety_box/diagnostics/metrics.py,985,09c969d30e2ab18291683ee204a85cb8eb6257f5f7b217e48062e09c7ed9259b
cbf_safety_box/cbf_safety_box/diagnostics/timing.py,286,acea3727634d4bb7352e07f0d88e936917091ac2f74682b1d4a9e7b1697c8fec
cbf_safety_box/cbf_safety_box/models/__init__.py,58,6655481f24d0120e69e30d7c55e4a35a9b0dfb64e2607dd9d0ee07a0296bcf39
cbf_safety_box/cbf_safety_box/models/control_affine.py,399,b3cd75dce7dd508372830e7e4dc0165f25ec848f9761be24db268237ca9c01ec
cbf_safety_box/cbf_safety_box/models/double_integrator.py,245,479850fb356fa7ede62f7946f3ca32624da1aacdfe5fddc941b905ef3482831e
cbf_safety_box/cbf_safety_box/models/single_integrator.py,230,67c787f03d380336fbb9a48bfc7026080a5d02b8c64ef3ad24901d117ef4d413
cbf_safety_box/cbf_safety_box/optimization/__init__.py,1306,88a0ab6b4e9d2dea162a79b9acf0a853a956cac5509e9a58f047bfe5606b730b
cbf_safety_box/cbf_safety_box/optimization/active_set.py,717,c147006237c07bc578be7b1e0696d9bee9fbe0f0fdfe2abd553325ca56fe17e3
cbf_safety_box/cbf_safety_box/optimization/closed_form.py,2089,cb0deb4e9a647110680eb9753a55845fbc61fac794ade707d1c72a602fa9ba7e
cbf_safety_box/cbf_safety_box/optimization/cvxpy_qp.py,2806,83dd9cf5ac5af7d74faf0099d64f29a810ff1d7bdd1f2dbe4718b28eaa0b217b
cbf_safety_box/cbf_safety_box/optimization/feasibility.py,1834,46b4f4df1c38b8216a965a0ba399cf7595d428e36de3b0c15237bad2002fce85
cbf_safety_box/cbf_safety_box/optimization/qp_problem.py,3449,fb8e3435784756c327116a0dab090429f34bc7067a0f32e38a8b07b4869634a8
cbf_safety_box/cbf_safety_box/optimization/scipy_qp.py,5443,a3f4c2f8b1b84910f0405c4870753c59e885daf3bd8e9a50d20176499953339b
cbf_safety_box/cbf_safety_box/result.py,2069,65edf8309ce01674a958d9e89a645b435f07ca4f38d82450d7a10ec5b93c74cb
cbf_safety_box/cbf_safety_box/safety_data/__init__.py,181,a69c55514cca589a8bb16bba50b3eaa8d1b6b2189490cf004899315385b10512
cbf_safety_box/cbf_safety_box/safety_data/poisson_adapter.py,4608,9ca6d3920c78f9f7bc582e6b52691f6cb898da135f67347d6b6271c17f338c60
cbf_safety_box/cbf_safety_box/safety_data/sample.py,1788,158fb9e4fa35d017ef5723729dad9b6f51dd672a7e613616a4e1f9c73d06c2c3
cbf_safety_box/cbf_safety_box/safety_data/validators.py,418,a1a28b70406145101d83a91bf87f35c9bd0c1be84a51b76bad1c1cbb880a6c13
cbf_safety_box/cbf_safety_box/state.py,1470,d71f29580d863160f50362f56f73e42df32ad68c8e38190d6d85d6bb97f07491
cbf_safety_box/cbf_safety_box/utils/__init__.py,25,2e9c11b6c68e8ebcf96e5e62136261613d9168067fcc77e9cd1004753cea7474
cbf_safety_box/cbf_safety_box/utils/io.py,265,d9b79133b9f28a2af851423bd2b26ff3a2de33a25a001ab6aa7d0ae24b1a3dbc
cbf_safety_box/cbf_safety_box/utils/math_utils.py,252,c0cbb37e799df7577f6b921b26d24c11c1fb32b7894ac1b2bb7a79864bedb70f
cbf_safety_box/cbf_safety_box/utils/validation.py,268,2661f975eb6a596f547b342d38e7efe038cc3ac062612e0e204a68359d96079c
cbf_safety_box/cbf_safety_box/visualization/__init__.py,55,550b2dc1f48651f1f996f120372db826b9bf809fb9836c6c365d66646762f25a
cbf_safety_box/cbf_safety_box/visualization/command_plots.py,888,21ad86a3dc4b5035e3493596296fa6fce363133867003ad82494196e90daef29
cbf_safety_box/cbf_safety_box/visualization/feasible_set_plots.py,1897,5b7b3740dd1807c81ef396998d0c8e54bd5b2f1c21de56ebd62becbd04386bc3
cbf_safety_box/cbf_safety_box/visualization/qp_plots.py,588,fe5cd7954436ddf649af22cc9d31418bc99ee04403b47839a65cd06e7d14fcd8
cbf_safety_box/cbf_safety_box/visualization/residual_plots.py,787,45541cabef30ed59356f35ec5cd00ea9205ed99f1e661df9ed9ad157c8d09d53
cbf_safety_box/cbf_safety_box/visualization/trajectory_plots.py,832,b6acf035efc53b81e96731be9e29b162001d695655a82857e7624103eb90f566
cbf_safety_box/configs/acceleration_hocbf.yaml,134,3296b11013d76b646ac857adba8d39e976f02622dec0ff5860eb7a253de86eed
cbf_safety_box/configs/backstepping.yaml,116,ae00a08e3490e854e2b29eadef328d03c1001347208afe081a7b43777c3ffd37
cbf_safety_box/configs/solver_comparison.yaml,92,e9be21a04ff7b2327ec24336768af0eff6679284926af2da429d9e9eb2388caf
cbf_safety_box/configs/velocity_cbf.yaml,165,892588960800c5912c9624a4624a63be1ac916a845d5ba757a0afa4c3d159b36
cbf_safety_box/docs/API.md,956,ed25a2f528bc898ce866a1bc16881e4544baeb9038b671c68c313990a5058196
cbf_safety_box/docs/ARCHITECTURE.md,320,d8a9b1d67e9325093928c14bf3ed3e63b8b67ca6e368ed491898703ab101521f
cbf_safety_box/docs/CONNECTION_WITH_POISSON_BOX.md,504,383ee8775641bd47865321730b779f554b828c29b118991d11c3d11fe52cb89b
cbf_safety_box/docs/HOW_TO_EDIT.md,390,f22607f71bc70c6c478bef96f9d2801f35e7a42545bcc1275e8f98417c8eeb16
cbf_safety_box/docs/RUN_GUIDE.md,258,b6e87d65d044b4465d7266b2fc5e6a138115a2a458865ad05f38ed29494fef1b
cbf_safety_box/docs/THEORY.md,703,0b1e54a454fd8cb6b94c8fc4f2946a2253c80d21a92c757ba948b0ed3ded6c84
cbf_safety_box/examples/run_acceleration_hocbf_basic.py,716,cc99e4aac50d3a81a72c940008697bccfa83055b0b28f5b809d97c33a96427dd
cbf_safety_box/examples/run_backstepping_basic.py,907,def5decd3425181f86de7cd0453f58bf18d5f8c8632b6a0ed6a52ff74475a41f
cbf_safety_box/examples/run_compare_qp_solvers.py,670,ab1cea9b91193690bf065bac1a9988ab5c976174f172de127c5846010ad565d8
cbf_safety_box/examples/run_connect_with_poisson_box_2d.py,829,6c6fa0717967ee91e3714107ec05b2d20a56dfbd449420802019dbcf95ab5a3c
cbf_safety_box/examples/run_connect_with_poisson_box_3d.py,614,be2badc469d82738dde3f68d916dcdee2614a4e981ede193521c8d6fb81b3cbe
cbf_safety_box/examples/run_velocity_cbf_basic.py,917,947a0277a8e8cdbb3ffa2181c1de612aff943ff90e3c8b49dc4c81a2a892bdef
cbf_safety_box/outputs/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cbf_safety_box/outputs/acceleration_basic/result.json,1199,de321cd410ca3959a72a9738c8c6af79d4a669d8c79e7e494de02ac89597c401
cbf_safety_box/outputs/backstepping_basic/backstepping_hB.png,40756,67e84536570bed3337de452c183f35d65ada172f16ed582f97de18e87b752ea6
cbf_safety_box/outputs/velocity_basic/feasible_halfspace.png,30922,e38c280c230f79088650b1cfd19044f0e9a57d4f15dd884b181272d6a4aa7eb7
cbf_safety_box/outputs/velocity_basic/result.json,938,bdcff921f2062565c2a09cdb8d7e6074bc914bc7e0bf625456b1b676e753d6ce
cbf_safety_box/pyproject.toml,380,5319314aa48022800479d928b59f116563efdb83230ae947ffdd5d68f6a3c113
cbf_safety_box/requirements.txt,37,41f39b3728a64a5c7ef7c909ba9ddb17c297ba5ae91e0644abedf780cc3de2cd
cbf_safety_box/tests/test_acceleration_hocbf.py,963,ad1976f6ce39adb82b76d82debf1830e7087c25d637996eff7dc85602399debe
cbf_safety_box/tests/test_backstepping.py,399,1cc365faf04d86c5ed5acf0bc8448875d2ea53446f22a6deb326147dbcbfc817
cbf_safety_box/tests/test_combinatorial_contingency.py,1707,ead1235f6867caca01dd5d704746db638b8dd49a610dd54ce98b6324d3c59e82
cbf_safety_box/tests/test_control_limits.py,190,3b9a10405d010f55c2d9019e6c95e365982ae61bffae5c4640d8f454e9171a24
cbf_safety_box/tests/test_poisson_adapter.py,335,842d1b6baa65d848ef288fc95ab8c09c77de2ee25988d047e6f1df6a3c06b7f2
cbf_safety_box/tests/test_qp_solvers.py,609,00e3481f994330cb3283623420af147722f1c0bcb577f7a0fb4da507056bd638
cbf_safety_box/tests/test_reachability_constraints.py,2068,e09dab8d8976a9aee7890ec0a3ec5a92108914388e27390b1044ce1054b55bcb
cbf_safety_box/tests/test_velocity_cbf.py,841,5ff78d065036ce6b3829fa2b92acf57fa9193a5b1587473d7418ef54ea07c3b6
clf_safety_box/README.md,2132,331b4ef6803647c3dda0367bc2c17fbed1ec431a168119f4439c67edf2224360
clf_safety_box/examples/double_integrator_clf.py,875,d8b00454f3b28f16c9b65878689275593e35427de7d45680f9ece43754414b86
clf_safety_box/pyproject.toml,416,fc18126ff5db1608eff990263a7885007a1df9424d6e2c72c38f4f1a8cc8ed8a
clf_safety_box/src/clf_safety_box/__init__.py,732,f2fd6898eacd94d7ffd91df78f3da3bbfb4af2e03bd0990d2748ce11952ec8cb
clf_safety_box/src/clf_safety_box/alpha.py,3367,0e8202b9ada3cf140a973bd7231f7896627dd137a69a46899e5ebe224c1824ed
clf_safety_box/src/clf_safety_box/box.py,12142,18b736ff5c7075ced7ce9589b72eff843601052230023dfdf09b7188ca798f92
clf_safety_box/src/clf_safety_box/models.py,3681,e836efb29ef214699cff21d0c38b0acb5e8c50da9d6b880d709622266eded77b
clf_safety_box/src/clf_safety_box/quadratic.py,7426,73d3bf3210d33e2527b8d5feb167f1f0489cf6b7610cb070412bd6c712381270
configs/experiment.yaml,5890,df9791c4b969b08b2a8ce7585586b735ac3a86098f47cc24a248897f6e51b0d9
contingency_safety_box/README.md,1051,4a34f579ebbe88b1ccbfbadac2a7d167a697f1ac33816d83e4ea07a3bd7c77cc
contingency_safety_box/examples/r_out_of_p.py,955,43bc721143f7ec61e65ada9f253c1f646a8a9b2d31f2e667ea0db4d504198748
contingency_safety_box/pyproject.toml,406,ac60308c48391e23cd8b4eb696f62bcf49ecb1001155335f70286a5927d82d63
contingency_safety_box/src/contingency_safety_box/__init__.py,333,cba68001977272982535c51ded70612c39a3afb8e1daffe98a870422bd9617d7
contingency_safety_box/src/contingency_safety_box/box.py,8287,67a78e4a5e48adb26ecc2fc3eee74fc180134a20f17e588dd86961632889e42b
docs/ARCHITECTURE.md,4686,a277fb1918d919b76bb381e6cb52da2d8a7a3a98570092cc2ee1165c42137a77
docs/EQUATION_TO_CODE_MAP.md,4412,37715849eaa3bb55154ea1567bc12eab9b89ae672591575fc7f74f30b9ba423a
docs/EXPERIMENTS.md,3530,60a5af1b4be21a0a51f758da09185927914fc156f59b6b961a111b0ab28a1d4f
docs/FINAL_VALIDATION_REPORT.md,6390,3d6abfd4ab09791a5339b7fd59929300ec1f7aa930b475eda83b602c1079d418
docs/MIGRATION_FROM_HJR.md,1712,9f398913202eea226a048bf447eb79bea98cd43b2b0122b1f5d84a9b5f9bb47f
docs/ORIGINAL_WORKSPACE_PRESERVATION.md,2762,72b26bc5b07ad7cb14d53de8ec379d6f0d57fa85b6fd22bd259eb0511d87a7ab
docs/PLOTTING_GUIDE.md,2616,6e1a2f1b24d702155bf9c35a1573223377554aa580a40503ac2dd4ba11944311
docs/SAFETY_SCOPE.md,1838,041539077015b7de0b54e046592b9ebbc1cc0ea5b6cfb5733a364e273f7af24e
docs/VALIDATION_STATUS.md,956,e69be6273b3942c119647ca9440f3e6ec58e830470efcdbf6d01cc879a9a3ef6
experiments/__init__.py,72,5eea63fa9f05c0419b4049791e359fea2e2f136ffabba04f110d1d0cc09b8e1c
experiments/common/__init__.py,70,aedbd2cf4df632f4dcbb539ed96b730c624f6733e76c3270be42b43a2127dbb9
experiments/common/calibration.py,14929,4baee60cd217e71fc536b77b3d0188357714c2110d3de02f5ed499d04e47943b
experiments/common/cli.py,2337,4f4a4b6fb00b66c9b9cd65c3bd356c5adf0fb8074f099e308ccd984bd71920b2
experiments/common/controller.py,17459,660ce5a29e88d2d73934156a1e07de57d71be8eca77d3e83fecb5e6941361972
experiments/common/coordinates.py,18888,d5b4206da80dfda54d48a1f44991b32ca3b673f326fd615119b4dccb1a40e1ee
experiments/common/io_utils.py,6474,153b56c21e9f6f9b2623013d495ee8c67f81fdb72e395457820ecbf3b254baff
experiments/common/nominal_planner.py,9297,fb9a805eae3f267e906f32de53b68eb2a9b7015b7723b2fa456747a0813a4463
experiments/common/occupancy.py,15683,f728b14187e44cb0a8f59c0d00c31a8e90d61371e603b5b3f5c0ac1a180deb8d
experiments/common/plotting.py,50287,848308594d370f50759b3aa897f3627cecb48cec5f6e0a9cd94b874b4a06fac5
experiments/common/poisson_field.py,11167,96211ef9a51fcfc0572c67d4921b348aaa14cd46f0f2ff49488c3967b0752b52
experiments/common/segmentation.py,19989,43b079d1df8265383eae0b40f6880bbc8003acf7244931a0422263d601271c7d
experiments/common/simulation.py,11349,213febdfa45903fade8ae0d67a14336ba75c485ea6626d5e95d33387fd10ddc6
experiments/live_vision/__init__.py,30,9fd216727270060dad6818d180d408370d85c5a7f920f063cdcfd908224f28a0
experiments/live_vision/assets/example_background.png,40292,dc2c025f9c5e9ab84cf323772a0cb3148d61809211e141a7f28f0742d253d330
experiments/live_vision/assets/example_stream.avi,2673350,45ac5e69809ccf22dc6dde2d1d4cc4efcd2c3b24a3b76fa6067b6ddcecbd476f
experiments/live_vision/dashboard.py,10351,c8fc8e7252b86279d41e2a7ceb1a86332d5ec8b4d21daad55f6c961c0386f01c
experiments/live_vision/run.py,20669,58bf184e3175c78b961a947f0505d44877b17c4774523699a26d8e0e972f50e1
experiments/live_vision/worker.py,3745,aa80baa73f6b0c406c349222b2234cb32b2e5c8d6346c7a63126418986e46eea
experiments/predefined_world/__init__.py,30,9fd216727270060dad6818d180d408370d85c5a7f920f063cdcfd908224f28a0
experiments/predefined_world/run.py,10999,956e6ebaca1b52a24a0e8f9f1747ba085b4ad42830ebcb52ff30f7752623e123
experiments/predefined_world/run_sweeps.py,7814,d49910767a77f616417a2070768a8fb19a45f686f861c05d58583812515d3389
experiments/predefined_world/world.py,8428,2b55d2da3ee5e75f394734659cd6a0278ee9d59d09fbf9e0faea6038bead032e
experiments/static_image/__init__.py,30,9fd216727270060dad6818d180d408370d85c5a7f920f063cdcfd908224f28a0
experiments/static_image/input/example_mask.png,2971,8fa469579aa329dd6107c7a25342c29cb5bd2f2c53faece1d2731b6b371c12c5
experiments/static_image/input/example_scene.png,43935,b891bb377911ae063480d6d56c34de76af0991e111cd65f69fe7e0ae561a4d4b
experiments/static_image/pipeline.py,6277,3452844ddacf391a221c4be727befe2dc08e0c9b281906fa7df1a481738c20d3
experiments/static_image/run.py,9554,b9cde765bfa0b74e2e999d49a8f361776f4bb1df043546ac74cb9d4d839709c0
install.sh,632,b847d1408c80b2683238254c2efe88499c11b82b68be0e093cba4878a2330654
legacy/hjr/hj_combinatorial_landing_demo/README.md,4356,c6b2613babfe3f48a00245c0ed7d20a0d7075c7ccddc39775d9b2bff97daffd0
legacy/hjr/hj_combinatorial_landing_demo/README_FIX.md,1428,0c01dd721a29a8aa81dfc3ba4c94a46d4245576fa1ba38c85a14ef56019ed82e
legacy/hjr/hj_combinatorial_landing_demo/apply_patch_and_verify.sh,1723,09ebd3d85e1fce601ed4da2879843615375b8469be7247304a8a81f4f82b5c87
legacy/hjr/hj_combinatorial_landing_demo/configs/default.yaml,1138,3e9919f0a91fd0ff9c3a9005a46ea62be5ce9aa60eb46e543df28d92d7239b82
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/poisson_after_discovery.npz,1510091,32f78aa1204405691591fa2301776b5959e2bfc70ed1e8d8e894d55cf1b513cf
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/poisson_after_summary.json,1199,24c59a8f4f66e6cd2329061bdd5386fadb9932b81a3877a53809772d8d41c1a3
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/poisson_before_discovery.npz,1519104,2f3ee0e7c6e010ac125cf26a959058af79adf8777fe69e49a07f99d5733b9534
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/poisson_before_summary.json,1199,1f312e37611a22ff696e7810f0694c816722dea16f56f885a7f113871872d3b3
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/reachability_after.npz,556818,48ac54b238735cf874b2d569898f0889e87e122342112e333ee393dccd9cb4c0
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/reachability_before.npz,721354,100da2d4b09e755ee35d6c2d81cbd8bc3ed8d5a688c890a3cdbdd8d4f0fa6399
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/data/simulation_log.csv,44965,7bd1c16f53c7db381c4b08290d5cdafa7cf34dbd38827807a25833cb1f45c5bc
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig01_architecture.png,151372,291bc419acad81a78df142efe405480402926dc199dae5c6a7730d84181136f5
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig02_world_and_3d_trajectory.png,459642,e9aaa4ceee06ddc45ae9cbfcea54b499167b5cf3d2a982145050442850cbb3a8
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig03_occupancy_matrix_slices.png,120640,22254d1bf2a9ccbb667dfc182efb1d4662879602c98d7f119a24678f9610772b
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig04_boundary_matrix_slices.png,119795,88a501a02f3bf6ec39f3a53329235c1191fc8063e60da809d2cf3ce1613fe645
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig05_poisson_forcing_matrices.png,818341,94c7cac0befa848796e80e8be14be06eab37596538440ecbc5230995cb44e182
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig06_poisson_h_matrices.png,1157990,e8767830a9c6f2cbce91268e62d7493bc9d750a720c66d608a87f06719320175
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig07_poisson_gradient_hessian_laplacian.png,1507962,4b5a42c15302d1455e498a99ff1f6c59eee4a60842dc7e51101ebdacb8e08978
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig08_poisson_3d_isosurfaces.png,1307841,b7be91c7af01a10b41741f721baf409edfafd648c022729c2320352e2df49afd
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig09_hj_value_matrices_four_zones.png,905862,41f267baf94129f6566c4f0643455a4fb2c09ccb37b7fbde6aa3719897d5957f
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig10_geodesic_distance_pivot_reachable_count.png,805687,73593e007e387e16d3ed771726cbf924379b00b0a322c6466994b085901249e4
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig11_reachability_time_histories.png,264427,a71614f43b7828a7bb28a3ae065bb41a8afc87da9c84eb6c2df18ac7775528e1
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig12_poisson_h_cbf_hj_control_histories.png,407845,561fa679136ec127c03a612d529587250ffb09d6781e28baa2f4d29ac91acf06
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig13_qp_relaxation_and_timing.png,147436,e50d6719933c791f8497a8c4ec1d735ad9cc4504ec5d10232d0572cb52046b9f
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig14_integrated_dashboard.png,449898,1315155f1e82e97d364f17839a25f9f5ca19f391f5499ca6da8e384c1d3e4e29
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/figures/fig15_hj_3d_reachable_sets.png,1724489,0de795966ca5b4c319e4e0a124c58847b939fd2f94ed2b8b63eee3c8488fcf0c
legacy/hjr/hj_combinatorial_landing_demo/outputs/four_zone_demo/summary.json,848,1fa4fff45a06d8f168a88976dfb6d465f5704779a5760c82872d93dfd1ccc9cd
legacy/hjr/hj_combinatorial_landing_demo/requirements.txt,71,c6ebe473b11f4292d2dc8325d121c14175b7dd95c42affb54d3e35d4391ab9b6
legacy/hjr/hj_combinatorial_landing_demo/run_contingency_study_with_boxes.py,132707,17f86d76b73823ee1c229c2add560d3cd3ec5a1613f3034d912422eb89ef1abe
legacy/hjr/hj_combinatorial_landing_demo/run_demo.py,2058,301ec57222d4d48e0e982c64917701f33a9fb69cc3ff3e4c4eb669f4a6a25f82
legacy/hjr/hj_combinatorial_landing_demo/run_demo.sh,124,0c27004696bbc58f4fad5a4de2b8b4033eddc7035dcce3235c506820a1655509
legacy/hjr/hj_combinatorial_landing_demo/run_full_study.sh,623,7524e42ddab9add31e1bfcfdded96b5d4222f2c5e81b0400c75a2ae091c14388
legacy/hjr/hj_combinatorial_landing_demo/src/__init__.py,75,e5bc2cbc5cb7df6bc551007b9008f4b97d724de0d3b3c4da72445976cc04438c
legacy/hjr/hj_combinatorial_landing_demo/src/box_loader.py,1737,6d4b6ccec76a6f67d9614fee90981e64e3a26b48cf61c970cd5a699ce0b4fb33
legacy/hjr/hj_combinatorial_landing_demo/src/combinatorial_filter.py,5354,aa6de94ef2289f020ab2880d1b347058bd8ecf1f18af219f62e4d92e5f10e9fc
legacy/hjr/hj_combinatorial_landing_demo/src/hj_reachability.py,5842,3ae65ae378a748eff2b27f2476ff0546c50b4a6224d9f9f03ab018292ad0527c
legacy/hjr/hj_combinatorial_landing_demo/src/plotting.py,24239,8319c3ae8edbba53bfd46a59221756ab5d1ac50b0292233727a3171e71d56349
legacy/hjr/hj_combinatorial_landing_demo/src/poisson_pipeline.py,2341,7e89818890599ed294920a6567946d9cc0e35aff8b13b832cdc2fb5ccf735990
legacy/hjr/hj_combinatorial_landing_demo/src/scenario.py,5794,fe8718982babbf5980275454b0fb2f0487f1fda658a377dca29bc97358b57cb3
legacy/hjr/hj_combinatorial_landing_demo/src/simulation.py,12638,36fbd5943972f41fa180d9ad6c32af90a05118286730cbd1c57741b7815aaf42
legacy/hjr/hj_combinatorial_landing_demo/tests/configs/default.yaml,1138,3e9919f0a91fd0ff9c3a9005a46ea62be5ce9aa60eb46e543df28d92d7239b82
legacy/hjr/hj_combinatorial_landing_demo/tests/src/__init__.py,75,e5bc2cbc5cb7df6bc551007b9008f4b97d724de0d3b3c4da72445976cc04438c
legacy/hjr/hj_combinatorial_landing_demo/tests/src/box_loader.py,1737,6d4b6ccec76a6f67d9614fee90981e64e3a26b48cf61c970cd5a699ce0b4fb33
legacy/hjr/hj_combinatorial_landing_demo/tests/src/combinatorial_filter.py,5354,aa6de94ef2289f020ab2880d1b347058bd8ecf1f18af219f62e4d92e5f10e9fc
legacy/hjr/hj_combinatorial_landing_demo/tests/src/hj_reachability.py,5842,3ae65ae378a748eff2b27f2476ff0546c50b4a6224d9f9f03ab018292ad0527c
legacy/hjr/hj_combinatorial_landing_demo/tests/src/plotting.py,24239,8319c3ae8edbba53bfd46a59221756ab5d1ac50b0292233727a3171e71d56349
legacy/hjr/hj_combinatorial_landing_demo/tests/src/poisson_pipeline.py,2341,7e89818890599ed294920a6567946d9cc0e35aff8b13b832cdc2fb5ccf735990
legacy/hjr/hj_combinatorial_landing_demo/tests/src/scenario.py,5794,fe8718982babbf5980275454b0fb2f0487f1fda658a377dca29bc97358b57cb3
legacy/hjr/hj_combinatorial_landing_demo/tests/src/simulation.py,12638,36fbd5943972f41fa180d9ad6c32af90a05118286730cbd1c57741b7815aaf42
legacy/hjr/hj_combinatorial_landing_demo/tests/test_reachability.py,295,535582047b3c1a94c02c6bd7a29265a3a588722ca3c764812d3d8a5f228256de
legacy/hjr/hj_combinatorial_landing_demo/verify_box_integration.py,4495,765a0b98732e31039028059aaf81e140988b8d49d8afe58bd29966add72fce4f
outputs/README.md,443,f88ad6a550834b6ff757f42895c93b39835824cbe22ee67936e9e4630e3377b5
outputs/acceleration_basic/result.json,1201,fa1d03ea00fb2b6cef6a74faf3e48e9b70caf9d1466c5b01aefb02c2f6857218
outputs/basic_2d/average_flux/figures/boundary_mask_xy.png,19976,01314ebadf9dcc16134ce997eee9014fb30907afb6ab23527d3a84dc6ceb5f24
outputs/basic_2d/average_flux/figures/forcing_histogram.png,21789,78051b44d9008c9d02579111b4b946c4e798a5fda72b43d5ef59d55a9f2f1ef3
outputs/basic_2d/average_flux/figures/forcing_xy.png,26066,fa1a787ee3690b65794494206153dd925ab689e5f1a4e04aca2f2322d37296c6
outputs/basic_2d/average_flux/figures/free_mask_xy.png,18355,49c8912b1c7fe6ea6bdb2387e7d0e40995ae401baf3eba50723494a8f95529c4
